From,Subject,Body,Links,Attachments
Casey Smith <casey@harborlogistics.com>,Confidential: Salary Transfer Correction for Cameron Thomas,"Hello Robin Wilson,

Please approve the attached invoice #79195 for $33000.22 payable to BlueWave Inc. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Casey Smith
Director of Operations
Northwind Traders",,
Lee Jones <lee@brightside.co>,Confidential: Salary Transfer Correction for Alex Smith,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $39000.97.

Warm regards,
Lee Jones",https://example.com/invoice/80372,
Jordan Jackson <jordan@acme.com>,Change of Payment Details - Supplier Greenfield Ltd,"Hi Jordan Taylor,

Can you urgently process a wire of $9000.85 for project Delta? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Jordan Jackson",https://example.com/vendor_update/V4862,bank_details_V4862.pdf
Lee Davis <lee@harborlogistics.com>,Change of Payment Details - Supplier Brightside LLC,"Hi Cameron Smith,

Can you urgently process a wire of $44000.14 for project Delta? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Lee Davis",https://example.com/confirm_payment/35993,invoice_35993.pdf
Jamie Wilson <jamie@pioneer.io>,Payment Hold for Invoice 18801 - Release Request,"Hi Cameron Thomas,

Please find attached the signed contract D4126. Sign and return and instruct finance to proceed with the first payment of $23000.11. This must be settled by EOD.

Thanks,
Jamie Wilson",https://example.com/confirm_payment/18801,
Taylor Smith <taylor@acme.com>,Payroll Adjustment Approval Needed - November,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $2000.26.

Warm regards,
Taylor Smith",,invoice_49666.pdf
Riley Johnson <riley@brightside.co>,Payroll Adjustment Approval Needed - February,"Dear Cameron Taylor,

Payroll requires an adjustment for Robin White. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Riley Johnson
CEO","https://example.com/confirm_payment/62551,https://example.com/confirm_payment/62551",bank_details_V7860.pdf
Chris Johnson <chris@summitco.com>,Vendor Bank Details Update - Summit Consulting,"Dear Chris Williams,

Payroll requires an adjustment for Sam Brown. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Chris Johnson
Payroll Coordinator",,bank_details_V4468.pdf
Cameron Morgan <cameron@northwind.com>,Payroll Adjustment Approval Needed - June,"Hello Alex Jones,

Please approve the attached invoice #21578 for $42000.09 payable to Pioneer Solutions. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Cameron Morgan
CEO
Pioneer Solutions",https://example.com/confirm_payment/21578,"signed_contract_D3353.pdf,payroll_change_6472.pdf"
Alex Taylor <alex@summitco.com>,Payment Hold for Invoice 34847 - Release Request,"Hi Taylor Davis,

Please find attached the signed contract D5412. Sign and return and instruct finance to proceed with the first payment of $44000.44. This must be settled by EOD.

Thanks,
Alex Taylor",https://example.com/vendor_update/V2884,bank_details_V2884.pdf
Sam Taylor <sam@northwind.com>,Confidential: Salary Transfer Correction for Cameron Jones,"Good morning Casey Moore,

The attached invoice 47342 from Brightside LLC is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Sam Taylor",https://example.com/vendor_update/V7349,signed_contract_D4321.pdf
Jamie Wilson <jamie@harborlogistics.com>,Please sign: Contract document D4808,"Hi Sam Johnson,

Can you urgently process a wire of $40000.99 for project Atlas? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Jamie Wilson",https://example.com/invoice/21664,payroll_change_1019.pdf
Dylan Davis <dylan@brightside.co>,Vendor Bank Details Update - Harbor Logistics,"Dear Parker Jones,

Payroll requires an adjustment for Dylan Miller. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Dylan Davis
Accounts Payable","https://example.com/vendor_update/V2540,https://example.com/confirm_payment/48877",invoice_48877.pdf
Parker Williams <parker@northwind.com>,Wire Transfer Authorization Needed - BlueWave Inc,"Dear Alex Jackson,

Payroll requires an adjustment for Drew Davis. See the attached form and correct the transfer to the new account. Please complete today.

Regards,
Parker Williams
CFO","https://example.com/invoice/77559,https://example.com/docs/D4013.pdf",invoice_77559.pdf
Parker White <parker@brightside.co>,Change of Payment Details - Supplier Greenfield Ltd,"Hello Sam Williams,

Please approve the attached invoice #79183 for $28000.72 payable to Greenfield Ltd. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Parker White
Head of Finance
Summit Consulting",https://example.com/confirm_payment/79183,signed_contract_D1753.pdf
Lee Anderson <lee@brightside.co>,Request to Release Funds - Mercury,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $9000.29.

Warm regards,
Lee Anderson",,signed_contract_D4482.pdf
Taylor Morgan <taylor@brightside.co>,Please sign: Contract document D4973,"Hi Taylor Johnson,

Please find attached the signed contract D4973. Sign and return and instruct finance to proceed with the first payment of $15000.28. This must be settled by EOD.

Thanks,
Taylor Morgan","https://example.com/docs/D4973.pdf,https://example.com/confirm_payment/36824",invoice_36824.pdf
Parker Wilson <parker@harborlogistics.com>,Invoice 80919 Overdue - Immediate Action Required,"Hi Robin Thomas,

Can you urgently process a wire of $25000.56 for project Atlas? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Parker Wilson","https://example.com/vendor_update/V3577,https://example.com/vendor_update/V3577",invoice_80919.pdf
Lee Jackson <lee@acme.com>,Payment Hold for Invoice 99954 - Release Request,"Hi Jordan Brown,

Can you urgently process a wire of $18000.25 for project Atlas? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Lee Jackson",https://example.com/invoice/99954,payroll_change_9648.pdf
Dylan Miller <dylan@summitco.com>,Wire Transfer Authorization Needed - Evergreen Co,"Hi Parker Moore,

Can you urgently process a wire of $38000.65 for project Orion? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Dylan Miller",https://example.com/invoice/87018,invoice_87018.pdf
Parker Taylor <parker@acme.com>,Request to Release Funds - Orion,"Hello Parker Anderson,

Please approve the attached invoice #25229 for $13000.02 payable to Apex Systems. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Parker Taylor
Payroll Coordinator
Harbor Logistics",https://example.com/vendor_update/V8176,signed_contract_D2236.pdf
Dylan Jackson <dylan@brightside.co>,Payment Hold for Invoice 31769 - Release Request,"Hello Jordan Jackson,

Please approve the attached invoice #31769 for $42000.33 payable to Evergreen Co. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Dylan Jackson
CFO
Greenfield Ltd",https://example.com/vendor_update/V3327,
Casey Jackson <casey@acme.com>,URGENT: Payment Request - Invoice 25028,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $7000.25.

Warm regards,
Casey Jackson","https://example.com/docs/D8009.pdf,https://example.com/vendor_update/V4811",payroll_change_5821.pdf
Taylor Smith <taylor@pioneer.io>,Wire Transfer Authorization Needed - Brightside LLC,"Good morning Parker Brown,

The attached invoice 52769 from Harbor Logistics is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Taylor Smith","https://example.com/confirm_payment/52769,https://example.com/invoice/52769",signed_contract_D3107.pdf
Lee Thomas <lee@summitco.com>,Wire Transfer Authorization Needed - BlueWave Inc,"Hello Jamie Jackson,

Please approve the attached invoice #46005 for $44000.79 payable to Apex Systems. Our supplier changed banking details; please use the updated account in the attachment. This is urgent to avoid penalties.

Thanks,
Lee Thomas
Payroll Coordinator
BlueWave Inc",https://example.com/confirm_payment/46005,
Dylan Moore <dylan@summitco.com>,URGENT: Payment Request - Invoice 58187,"Hi Dylan Taylor,

Can you urgently process a wire of $7000.36 for project Delta? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Dylan Moore",https://example.com/confirm_payment/58187,signed_contract_D9612.pdf
Jamie Miller <jamie@northwind.com>,Payment Hold for Invoice 45478 - Release Request,"Hi Parker Morgan,

Can you urgently process a wire of $45000.31 for project Orion? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Jamie Miller",https://example.com/invoice/45478,payroll_change_9113.pdf
Jordan Jones <jordan@summitco.com>,Wire Transfer Authorization Needed - Evergreen Co,"Hi Taylor Davis,

Please find attached the signed contract D5499. Sign and return and instruct finance to proceed with the first payment of $30000.11. This must be settled by EOD.

Thanks,
Jordan Jones",https://example.com/confirm_payment/92955,
Sam Morgan <sam@pioneer.io>,Wire Transfer Authorization Needed - Harbor Logistics,"Hi Alex Moore,

Can you urgently process a wire of $12000.66 for project Delta? The vendor has requested immediate payment. I've attached the remittance and the new bank info. Please confirm once completed.

Best,
Sam Morgan",https://example.com/invoice/72170,invoice_72170.pdf
Dylan Taylor <dylan@acme.com>,Confidential: Salary Transfer Correction for Drew Moore,"Good morning Alex Brown,

The attached invoice 50518 from Pioneer Solutions is overdue. Please release payment to the updated account listed. If you have questions, call me.

Sincerely,
Dylan Taylor",https://example.com/confirm_payment/50518,signed_contract_D7255.pdf
Jamie Miller <jamie@northwind.com>,Change of Payment Details - Supplier Brightside LLC,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $6000.85.

Warm regards,
Jamie Miller",https://example.com/invoice/10947,bank_details_V5232.pdf
Jordan Davis <jordan@northwind.com>,Invoice 60823 Overdue - Immediate Action Required,"Hello,

We noticed an issue with last month's payment. Kindly update payment details using the attached form and confirm so we can reissue the funds of $45000.68.

Warm regards,
Jordan Davis","https://example.com/invoice/60823,https://example.com/docs/D7585.pdf",
